device_id,LocationCode,device_ip,sdk_ts,latitude,longitude,accuracy,country,Geohash
ynY0GEjMQ3at6PPz3x+gdA==,A278,asMNVA==,2021-03-04 11:58:40 UTC,28.46667,77.03333,6,IN,ttncby
ynY0GEjMQ3at6PPz3x+gdA==,A412,asMNVA==,2021-03-04 11:58:40 UTC,28.46667,77.03333,6,IN,ttncby
0LLpWmJzSka5sr4BZcdYYQ==,A153,Lx/KHg==,2021-03-04 11:10:32 UTC,28.46667,77.03333,7,IN,ttncby
0LLpWmJzSka5sr4BZcdYYQ==,A278,Lx/KHg==,2021-03-04 11:10:32 UTC,28.46667,77.03333,7,IN,ttncby
0LLpWmJzSka5sr4BZcdYYQ==,A412,Lx/KHg==,2021-03-04 11:10:32 UTC,28.46667,77.03333,7,IN,ttncby
n+MIliVrTXWv2A7W3o7dyw==,A153,asMjmA==,2021-03-04 10:50:44 UTC,28.46667,77.03333,6,IN,ttncby
n+MIliVrTXWv2A7W3o7dyw==,A278,asMjmA==,2021-03-04 10:50:44 UTC,28.46667,77.03333,6,IN,ttncby
n+MIliVrTXWv2A7W3o7dyw==,A412,asMjmA==,2021-03-04 10:50:44 UTC,28.46667,77.03333,6,IN,ttncby
WuEvTzjTRnihjItC4XKBVA==,A153,asR2vQ==,2021-03-03 09:41:26 UTC,28.46667,77.03333,10,IN,ttncby
WuEvTzjTRnihjItC4XKBVA==,A278,asR2vQ==,2021-03-03 09:41:26 UTC,28.46667,77.03333,10,IN,ttncby
WuEvTzjTRnihjItC4XKBVA==,A412,asR2vQ==,2021-03-03 09:41:26 UTC,28.46667,77.03333,10,IN,ttncby
OsKkn7+vSyqrePGKs4Q7yg==,A153,asazYg==,2021-03-04 01:56:07 UTC,28.46667,77.03333,2,IN,ttncby
OsKkn7+vSyqrePGKs4Q7yg==,A278,asazYg==,2021-03-04 01:56:07 UTC,28.46667,77.03333,2,IN,ttncby
OsKkn7+vSyqrePGKs4Q7yg==,A412,asazYg==,2021-03-04 01:56:07 UTC,28.46667,77.03333,2,IN,ttncby
